category,real_name,alias,title,affiliation,citizenship,date_of_birth,date_of_death,species,gender,status,clearance,comic,game,movie,one_shot,portrayed_by,ser_no,tv_series,voiced_by,web_series
Villain,NA,NA,NA,HYDRA,American,NA,December 2015,Human,Male,Deceased,NA,NA,NA,NA,NA,NA,NA,Agents of S.H.I.E.L.D.*Devils You Know*Among Us Hide...,NA,NA
Villain,NA,NA,NA,HYDRA Ten Rings,NA,NA,NA,Human,Male,Unknown,NA,NA,NA,Ant-Man,NA,Rod Hallett,NA,NA,NA,NA
Villain,Ian Quinn,"Big Shot Billionaire, Rich, Entitled Dirtbag, Genius",CEO of Quinn Worldwide,Cambridge University (formerly)Quinn Worldwide HYDRA (formerly)*Centipede Project (formerly) Cybertek,American Maltese,NA,2014,Human,Male,Deceased,NA,Agents of S.H.I.E.L.D.: The Chase (mentioned),NA,NA,NA,David Conrad,NA,Agents of S.H.I.E.L.D. (8 episodes),NA,NA
Villain,Jemma Anne Simmons,"Id Simmons, Bloody Ringu Monster, Thing in the Music Box, Horror Movie",NA,NA,NA,2019,NA,Artificial Intelligence,Female,Inactive,NA,NA,NA,NA,NA,Elizabeth Henstridge,NA,Agents of S.H.I.E.L.D.*Inescapable,NA,NA
Villain,Imir,NA,NA,NA,Asgardian,NA,NA,Asgardian,Male,Alive,NA,The Avengers: The Avengers Initiative,NA,NA,NA,NA,NA,NA,NA,NA
Villain,Helmut Gruler,Iron Cross,NA,HYDRA,Nazi German,NA,NA,Human,Male,Unknown,NA,NA,Captain America: Super Soldier,NA,NA,NA,NA,NA,Michael Donovan,NA
Villain,Obadiah Stane,"Iron Monger, Obie",NA,Stark Industries Ten Rings (formerly),American,NA,"November 24, 2009[1][2]",Human,Male,Deceased,NA,"Iron Man: Fast Friends (archive footage)Iron Man: Security Measures, Iron Man: I Am Iron Man!Iron Man 2: Public Identity, The Avengers: Iron Man Mark VII",Iron ManIron Man 3 - The Official Game (mentioned),"Iron Man, Iron Man 2 (picture)Iron Man 3 (credits)Captain America: The Winter Soldier (mentioned)Spider-Man: Far From Home (flashback)",NA,Jeff Bridges,NA,NA,Fred Tatasciore,NA
Villain,Michael Steel,"Mike, Ironclad",NA,U-Foes,American,NA,NA,Human,Male,Alive,NA,NA,The Incredible Hulk,NA,NA,NA,NA,NA,Mitch Lewis,NA
Villain,Izel,"Creator, Monster, God, Beast, Demon, Fallen Angel, Galaxy-Hopping Hate-Beast, Whats-Her-Name, Davis, Melinda May, Diaz, Piper, Alien Woman, Deke Shaw, Body Snatching Alien, Leo Fitz, Alphonso Mackenzie, Yo-Yo Rodriguez, Flint, Destroyer of Worlds, Space Ghost, Wicked Witch",NA,Izel's Crew (formerly),Fear Dimension,NA,Mid-2019,NA,Female,Deceased,NA,NA,NA,NA,NA,"Karolina Wydra, Max Osinski (in Davis' body)Ming-Na Wen (in Melinda May's body)Geri-Nikole Love (in Diaz's body)Briana Venskus (in Piper's body)Jeff Ward (in Deke Shaw's body)Iain De Caestecker (in Leo Fitz's body)Henry Simmons (in Alphonso Mackenzie's body)Natalia Cordova-Buckley (in Yo-Yo Rodriguez's body)Coy Stewart (in Flint's body)",NA,Agents of S.H.I.E.L.D. (7 episodes),NA,NA
Villain,Jack Rollins,NA,Agent of S.H.I.E.L.D. (formerly),"HYDRA S.H.I.E.L.D. (formerly, undercover)* STRIKE (formerly, undercover)",American,NA,NA,Human,Male,Alive,NA,NA,NA,"Captain America: The Winter Soldier, Avengers: Endgame",NA,Callan Mulvey,NA,NA,NA,NA
Villain,Jackson W. Brice,Shocker,NA,Bestman Salvage (formally)Toomes Salvage Company,American,NA,"September 9, 2016[1]",NA,NA,Deceased,NA,Spider-Man: Far From Home Prelude,NA,Spider-Man: Homecoming,NA,Logan Marshall-Green,NA,NA,NA,NA
Villain,Jackson Norriss,NA,NA,Ten Rings,American,NA,NA,Human,Male,Alive,NA,NA,NA,NA,All Hail the King,"Scoot Mc, Nairy",NA,NA,NA,NA
Villain,Jaco,"Gunman, Monster, Jaco the Giant, Old Soul, Large Large Man, Big Guy, Runt of the Litter, Dragon, Big Man, Dragonbreath, Big Dude, The Runt",NA,Sarge's Squad (formerly),NA,NA,2019,NA,Male,Deceased,NA,NA,NA,NA,NA,Winston James Francis,NA,Agents of S.H.I.E.L.D. (7 episodes),NA,NA
Villain,Jakob Nystrom,Sid,NA,Norse Paganists,Norwegian,NA,NA,Human,Male,In Custody,NA,NA,NA,NA,NA,Michael Graziadei,NA,Agents of S.H.I.E.L.D.*The Well,NA,NA
Villain,James Connors,Agent M,Detective (formerly),NOPD (formerly),American,NA,"November 1, 2017",Human,Male,Deceased,NA,NA,NA,NA,NA,J.D. Evermore,NA,Cloak & Dagger (14 episodes),NA,NA
Villain,James Wesley,Несчастная Маленькая Сука[1],NA,Confederated Global Investments,American,NA,February 2015,Human,Male,Deceased,NA,NA,NA,NA,NA,Toby Leonard Moore,NA,Daredevil (9 episodes),NA,NA
Villain,Janet Stein,NA,NA,Culver University (formerly) Nemo PRIDE,American,NA,NA,Human,Female,Alive,NA,NA,NA,NA,NA,"Ever Carradine, Sorel Carradine (young)",NA,Runaways (23 episodes),NA,NA
Villain,Janice Lincoln,NA,NA,Stark Industries (formerly)Quentin Beck's Crew,NA,NA,NA,Human,Female,Alive,NA,NA,NA,Spider-Man: Far From Home,NA,Claire Rushbrook,NA,NA,NA,NA
Villain,Jasper Sitwell,"Top Brass, Patsy",Agent of S.H.I.E.L.D.,S.H.I.E.L.D. (undercover) HYDRA*HYDRA Preparatory Academy (formerly),American,"December 8, 1973",Winter 2014,Human,Male,Deceased,Level 7,"Iron Man: I Am Iron Man!The Avengers Prelude: Fury's Big Week, Thor Adaptation, Captain America: Civil War Prelude",NA,"Thor, The Avengers, Captain America: The Winter Soldier, Avengers: Endgame",The ConsultantItem 47,"Maximiliano Hernández, Adam Faison (young)",NA,Agents of S.H.I.E.L.D. (4 episodes),NA,NA
Villain,NA,"Jeffrey Mace, Killer Androids (with the other LMDs)",NA,Holden RadcliffeAida S.H.I.E.L.D. (undercover),NA,April 2017,April 2017,Life-Model Decoy,Male (masculine programming and voice),Destroyed,NA,NA,NA,NA,NA,Jason O'Mara,NA,Agents of S.H.I.E.L.D.*The Man Behind the Shield*Self Control*Identity and Change (mentioned),NA,NA
Villain,NA,NA,NA,NA,Fear Dimension,NA,NA,NA,Female,Destroyed,NA,NA,NA,NA,NA,Elizabeth Henstridge,NA,Agents of S.H.I.E.L.D.*The Real Deal,NA,NA
Villain,Jensen,NA,Doctor,HYDRA,NA,NA,NA,Human,Female,Alive,NA,Avengers: Operation HYDRA,NA,NA,NA,NA,NA,NA,NA,NA
Villain,Jerome Zandow,NA,NA,NA,American,NA,"April 20, 1946",Human,Male,Deceased,NA,NA,NA,NA,NA,Rob Mars,NA,Agent Carter*Now is Not the End*Time and Tide,NA,NA
Villain,佳穎 (Jiāyǐng),"Fountain of Youth, Jiaying Johnson",NA,NA,Chinese,NA,May 2015,Inhuman,Female,Deceased,NA,NA,NA,NA,NA,Dichen Lachman,NA,Agents of S.H.I.E.L.D. (9 episodes),NA,NA
Villain,William Russo,"Billy Russo, Bill, Devil Dog, Baddest Son of a Bitch, Uncle Bill, Uncle Billy, Bill the Beaut, Liar in Command, Blackbird, His Prettiness, Fifth Guy, The Bad Guy, Civilian Asset, Grunt, Gutter Rat, Little Doggy, Couple of Assholes (with Frank Castle)Edward Scissorhands, Ed, Dummy, One Sad Bastard, Freak, BRDude with the Messed-Up Face, Clowns (with Jigsaw's Crew)Jigsaw Faced Bastard, Serpent Six, Mr. Blue",Lieutenant (formerly)CEO of Anvil (formerly),Ray of Hope (formerly) United States Marine Corps (formerly)*Cerberus Squad (formerly) Anvil (formerly)Jigsaw's Crew (formerly),American,NA,May 2018,Human,Male,Deceased,NA,NA,NA,NA,NA,Ben Barnes,NA,The Punisher (25 episodes),NA,NA
Villain,Jimmy,The Bear,President,Dogs of Hell,American,NA,NA,Human,Male,In Custody,NA,NA,NA,NA,NA,John Bianco,NA,Daredevil*Bang*New York's Finest,NA,NA
Villain,Jiãó ào Zhànshì,Wielder of the Arrow,NA,Dragon Raiders,Chinese,NA,NA,Human,Male,Alive,NA,Doctor Strange Prelude,NA,NA,NA,NA,NA,NA,NA,NA
Villain,Johann Fennhoff,"Viktor Ivchenko, Herr Doktor",Doctor,Soviet Armed Forces (formerly)Leviathan,Soviet,"November 27, 1882",NA,Human,Male,In Custody,NA,NA,NA,NA,NA,Ralph Brown,NA,Agent Carter (4 episodes),NA,NA
Villain,John Bruno,NA,NA,United States Army (formerly),American,NA,NA,Human,Male,In Custody,NA,NA,NA,NA,NA,Jamal Duff,NA,Agents of S.H.I.E.L.D.*One of Us,NA,NA
Villain,Jonathan Garrett,"John Garrett, Clairvoyant, Deathlok, The Money, Santa Claus, Sick Son of a Bitch, Your mate that went to the dark side, Bastard, Patient Zero, Powerful Father Figure, HYDRA Dude",Agent of S.H.I.E.L.D.*Specialist,S.H.I.E.L.D. (formerly)* Garrett's Team (formerly) HYDRA*Centipede Project,American,NA,"January 17, 2014",Human (Cyborg),Male,Deceased,Level 7,Agents of S.H.I.E.L.D.: The Chase,NA,NA,NA,Bill Paxton,NA,Agents of S.H.I.E.L.D. (7 episodes),NA,NA
Villain,John Healy,"Bowling Alley Nut, Shark in a Skin Suit",NA,NA,American,NA,2015,Human,Male,Deceased,NA,NA,NA,NA,NA,Alex Morf,NA,Daredevil (1 episode),NA,NA
Villain,John Horton,Johnny Horton,NA,NA,NA,NA,NA,Human,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,Agents of S.H.I.E.L.D.*Providence (mentioned),NA,NA
Villain,Robert,"John Pilgrim, Out-of-Town Asshole, God-Fearing Man, The One With the Vest and the Old-Timey Preacher Shirt, The Man in Black, Maniac, The Man With the Five Million, Ghost, Robbie, Loudest, Most Garrulous Mofo, Hell on Wheels, True Believer, Preacher-Looking Guy, Unknown Assailant",NA,Aryan Brotherhood (formerly),American,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,Josh Stewart,NA,The Punisher (10 episodes),NA,NA
Villain,NA,"The Magistrate, Preacher, Jonah, The First Ultra, The Devil, The Being, The One, Self-Healing Alien, Victor Stein",NA,Church of Gibborim (formerly) PRIDE (formerly),NA,NA,NA,Gibborim,Male,Alive,NA,NA,NA,NA,NA,"Julian Mc, Mahon, Ric Sarabia, Larry Cedar, James Marsters",NA,Runaways (23 episodes),NA,NA
