ranking_year,title,ranking,n_viewer,gross_profit_per_viewer,rating,synopsis,producer,director,writer,actress,release_date
2008,D.O. (Drop Out),8,781093,13000,2,"Jemi (Ben Joshua) adalah “mahasiswa abadi” yang sudah berada di posisi genting. Kalau semester ini tidak berhasil lulus, ia akan didepak dari kampusnya alias drop-out. Teman-temannya juga tidak banyak menolong: Si Germo (Dwi Sasono) yang hobinya mencuri, Si Ketek (Ferry Gustian) yang adalah budak nafsu dan Si Banci (Dimas Aditya) yang tidak pernah jelas. Muncul Lea (Titi Kamal), dosen muda yang pintar tapi sangat kolot. Lea memberi pelajaran intensif supaya Jemi bisa lulus, Jemi memberi “mata kuliah ekstra” pada Lea agar lebih mengerti kenapa lelaki dan perempuan diciptakan berpasangan. “Kerjasama” ini berbuntut ke cinta serius yang tumbuh di antara mereka. Sayangnya, dosen senior bernama Doktor M (Dr Boyke) yang tengah mengalami krisis paruh baya jatuh cinta juga pada Lea. Jemi pun ditawari “kerjasama” yang lain, Doktor M menjamin kelulusan Jemi, asal Jemi menjamin Lea bisa jadi istri muda Doktor M.",Raam Punjabi,Winaldha E Melalatoa,"Ve Handojo, Arry Risaf Risandi","Ben Joshua, Dwi Sasono, Ferry Gustian, Dimas Aditya, Titi Kamal, Sarah Sechan, dr Boyke, Donna Harun, Shareefa Daanish",2008-03-19
2008,Kutunggu Jandamu,9,756365,13000,3,"Perssik menjadi janda setelah bercerai dari suaminya, Rozak. Namun Rozak tidak mau melepaskan Perssik begitu saja, dia melakukan berbagai cara untuk  mempersulit hidup Perssik agar Perssik kembali padanya. Situasi menjadi tambah rumit bagi Perssik ketika dia harus menumpang di rumah kakaknya, Cherry, di sebuah lingkungan  kompleks yang semula tenang, namun berubah menjadi 'panas' sejak kehadiran Perssik di sana.",Ody Mulya Hidayat,Findo Purwono HW,Alim Sudio,"Dewi Perssik, Chintyara Alona, Eddi Brokoli, Andi Soraya, Yana Zein",2008-10-23
2008,Cinlok,10,672663,13000,6,"Cundra (Tora Sudiro) bertemu Nayla (Luna Maya) di sebuah kedai di stasiun kereta. Nayla mengaku sudah bertunangan dengan pengusaha bernama Tyo (Tukul Arwana), sementara Cundra juga mengaku sudah bertunangan dengan perancang busana bernama Tika (Ria Irawan). Kenyataannya: mereka saling berbohong tentang kehidupan masing-masing! Mereka pun harus mengatur akal agar kebohongan mereka tidak terungkap saat mereka bertemu lagi, karena diam-diam keduanya saling menaruh hati.","Dhamoo Punjabi, Manoj Punjabi",Guntur Soeharjanto,Titien Wattimena,"Tora Sudiro, Luna Maya, Tukul Arwana, Ria Irawan, Yeyen Lidya, Yurike Prastica, Laila Sari, Kartika Suherman, Shierly Rushworth",2008-09-26
2008,Kereta Hantu Manggarai,11,652528,13000,2,"Hubungan Rossa (Sheila Marcia Joseph) dengan adiknya, Emily (Stefanie Hariadi), tidak berjalan baik, karena Rossa merasa ibunya Diah (Rina Hassim) lebih memperhatikan adiknya.","Gope T Samtani, Subagio Samtono",Nayato Fio Nuala,Ery Sofid,"Sheila Marcia Joseph, Stefanie Hariadi, Melvin Lim, Rina Hassim, Nadila Ernesta, Fendi Trihartanto, Gianina Emanuela",2008-04-30
2008,Tiren: Mati Kemaren,12,633691,13000,NA,"Ranti (Dewi Perssik) ditemukan meninggal secara mendadak dan misterius. Hendra (Baron Hermanto), ayahnya, sangat marah dan dendam. Ketika mengubur, Hendra sengaja tidak melepas tali pocong Ranti, dengan maksud agar arwah Ranti mengejar orang yang membunuhnya. Ranti benar-benar jadi arwah penasaran, dan membuat geger.",Ody Mulya Hidayat,Emil G Hampp,"Nestor Katanya, Valilo, Yoen K","Dewi Perssik, Baron Hermanto, Renee The, Dariell Jacqueline, Aldiansyah Taher",2008-06-26
2008,40 Hari Bangkitnya Pocong,13,591467,13000,7,"Jessi (Sabai Morscheck), seorang teknisi komputer, ditugaskan ke rumah Kevin (Irwansyah). Di sana ada tante Kevin, Alice (Connie Sutedja) yang berkelakuan aneh. Sepulangnya ke rumah, Jessi mulai dihantui. Sementara cinta mulai tumbuh antara Kevin dan Jessi, Nino (Raffi Ahmad), bekas pacar Jessi, juga mulai dihantui pocong dan kuntilanak.","Gope T Samtani, Subagio S",Rudi Soedjarwo,Cassandra Massardi,"Sabai Morscheck, Raffi Ahmad, Irwansyah, Connie Sutedja, Monique Henry, Herichan, Farida Pasha, Ully Artha",2008-03-06
2008,Tri Mas Getir,14,576067,13000,5,"Ciang Pek (Tora Sudiro) masih tinggal bersama engkongnya yang menjalankan perguruan kungfu/wushu. Sugeng (Indra Birowo) mempunya istri gemuk Susi (Emmy Lemu). Ujang (Vincent Club 80's), anak pengusaha rumah makan sukses dan mempunyai mimpi menikah dengan Katrina Katrodipuro (Titi Kamal), bintang film terkenal. Tiga sahabat itu bekerja sebagai figuran dan sangat mengidolakan Katrina.","Gope T Samtani, Subagio S",Rako Prijanto,"Rako Prijanto, Monty Tiwa","Tora Sudiro, Indra Birowo, Vincent ‘Clubeighties’, Titi Kamal, Robby Tumewu, Tino Saroengallo, Cut Mini Theo",2008-07-03
2008,Namaku Dick,15,566931,13000,NA,"Bama (Tora Sudiro) adalah seorang arsitek sukses yang tidak pernah mendapat kesulitan mencari teman kencan. Semua ini akibat Tiara (Marissa Nasution), idaman masa kecil Bama yang pernah membuat Bama patah hati dan mengubah hidup Bama menjadi seorang playboy.","Dhamoo Punjabi, Manoj Punjabi",Teddy Soeriaatmadja,"Teddy Soeriaatmadja, Arie Syarief","Tora Sudiro, Marissa Nasution, Slamet Rahardjo",2008-04-24
2007,Get Married,1,1389454,NA,7,"Mae (Nirina Zubir), Guntoro (Desta 'Club Eighties'), Eman (Amink), dan Beni (Ringgo Agus Rahman) adalah sahabat sekampung yang selalu kompak. Kisah lalu berputar pada Mae yang dianggap jadi beban hidup orangtuanya. Untuk meringankan beban, orangtuanya mencarikan jodoh agar segera kawin. Setiap calon yang datang selalu diganggu oleh sahabat-sahabat Mae. Terakhir muncul Rendy (Richard Kevin), ganteng, kaya, dan merasa tertantang dengan perjodohan ini. Persoalan muncul saat ketiga teman Mae tak menyangka bahwa ternyata Mae suka pada Rendy. Mae menyerah dan memutuskan menikahi salah satu temannya. Rendy yang babak-belur tidak terima. la bersama warga lingkungan perumahan elit tempat tinggalnya menuntut balas.",Chand Parwez Servia,Hanung Bramantyo,Musfar Yasin,"Nirina Zubir, Deddy Mahendra Desta, Ringgo Agus Rahman, Richard Kevin, Jaja Mihardja, Meriam Bellina, Ingrid Widjanarko, Amink",2007-10-11
2007,Nagabonar Jadi 2,2,1246174,NA,7,"Nagabonar (Deddy Mizwar) sudah memiliki perkebunan luas kelapa sawit, sementara istri, emak, dan sahabat karibnya sudah meninggal dan dikubur di perkebunan itu juga. Suatu hari ia diminta anaknya, Bonaga (Tora Sudiro) yang lulusan S2 luar negeri dan sudah jadi pengusaha properti, untuk datang ke Jakarta. Begitu sampai di Jakarta, mulailah komedi berlangsung. Yang jadi bahan kali ini adalah membenturkan nilai-nilai lama--khususnya nasionalisme zaman 45--dengan kondisi sosial-politik-ekonomi Indonesia 2007 yang penuh kepincangan dan korupsi. Bonaga dkk ingin mengubah perkebunan kelapa sawit Nagabonar menjadi resor mewah, bekerjasama dengan Jepang. Nagabonar marah dan frustrasi. Ia keliling Jakarta untuk melampiaskan kekesalannya. Semakin banyak kepincangan yang dilihatnya, tapi juga ia menyadari sudah terjadi perubahan besar. Ia tidak bisa menerima keadaan, tapi juga sangat cinta pada anak tunggalnya itu dan mencoba memahaminya. Bahkan dengan naifnya ia mengajari anaknya bagaimana merayu pacarnya Monita (Wulan Guritno). Bonaga sendiri lambat laun bisa memahami posisi moral bapaknya. Komedi terbaik dalam 10 tahun terakhir.","R Giselawati Wiranegara, Budiyati Abiyoga",Deddy Mizwar,"Musfar Yasin, Deddy Mizwar","Deddy Mizwar, Tora Sudiro, Wulan Guritno",2007-03-29
2007,Quickie Express,3,1018654,NA,7,"Hidup di Jakarta, Jojo (Tora Sudiro) selalu gonta-ganti pekerjaan. Ia sadar bahwa dirinya bodoh, tapi tak pernah lelah berusaha. Suatu hari ia terpuruk menjadi pegawai di tempat tambal ban. Di sini ia bertemu dengan Oom Mudakir (Tino Saroengallo). Lelaki tua kaya itu menawarkan pekerjaan ""layanan escort"" di perusahaan miliknya yang bernama Quickie Express. Untuk menghindari protes, usaha ini berkedok layanan antaran pizza.",Nia Dinata,Dimas Djayadiningrat,"Joko Anwar, Dimas Djayadiningrat","Tora Sudiro, Sandra Dewi, Lukman Sardi, Tino Saroengallo, Ira Maya Sopha, Tio Pakusadewo, Rudy Wowor, Amink",2007-11-22
2007,Terowongan Casablanca,4,949878,NA,4.5,"Tentang legenda arwah penasaran yang gentayangan di Terowongan Casablanca. Hantu itu berasal dari Astari (Asha Shara) yang dihamili pacarnya, Refa (Nino Fernandez). Bukannya bertanggung jawab, enam bulan kemudian Refa malah berusaha mengaborsi dan menghabisi nyawa Astari. Setelah Astari tewas, yang muncul kemudian adalah adegan beranak dalam kubur. Jadilah anak dan ibu itu sebagai hantu dan kuntilanak. Cerita pun berputar pada aksi-aksi balas dendam si kuntilanak pada Refa yang baru pulang dari kuliah di luar negeri.","Kristuadji Legopranowo, Shanker RS",Nanang Istiabudi,NA,"Asha Shara, Nino Fernandez",2007-02-22
2007,Suster Ngesot The Movie,5,768645,NA,4.5,"Dua perawat, Vira (Nia Ramadhani) dan Silla (Donita) datang ke Jakarta dari Bandung untuk praktik di sebuah rumah sakit. Mereka dijemput pacar Vira, Mike (Mike Lewis), mahasiswa Australia yang sedang belajar di Jakarta. Keduanya tinggal di asrama perawat yang sudah tua dan nampak angker, di kamar yang sudah 20 tahun tak dihuni. Dari Mak Saroh (Jajang C. Noer), tukang cuci, mereka mendapat cerita bahwa kamar itu dulu dihuni seorang suster yang dibunuh pacarnya, karena sang pacar ini ketahuan selingkuh dengan sahabat suster itu sendiri. Suster itu kemudian jadi hantu Suster Ngesot yang membunuh pacarnya dan orang-orang melakukan perselingkuhan. Vira dan Silla lalu merasa dibayang-bayangi hantu itu. Dan Vira ""terpilih"" menjadi juru bicara hantu. Vira selalu mendapat tanda-tanda jika akan terjadi pembunuhan, berupa buku harian Suster Ngesot yang di halamannya muncul darah berbentuk inisial nama calon korban. Suatu hari muncul inisial Mike. Vira memberitahu, tapi Mike tidak perduli. Vira tidak tahu bahwa Silla dan Mike sudah berselingkuh, hingga Vira bingung dengan siapa Mike berselingkuh. Silla mengaku dan minta maaf, tapi Suster Ngesot tidak memaafkannya.","Dhamoo Punjabi, Manoj Punjabi",Arie Azis,Aviv Elham,"Nia Ramadhani, Donita, Mike Lewis, Jajang C Noer, Lia Waode",2007-05-10
2007,Pulau Hantu,6,634015,NA,2.5,"Delapan sahabat hendak pergi berlibur, namun kapal pesiar yang mereka tumpangi harus berbelok arah dan menurunkan mereka di sebuah pulau kecil yang indah. Mereka memutuskan untuk menghabiskan masa liburan mereka di situ. Namun, di balik keindahan pulau tersebut, terdapat rahasia yang membawa maut. Sementara delapan remaja ini bersenang-senang di pantai, roh penunggu pulau mengintai hendak mengambil nyawa mereka satu persatu.","Raam Punjabi, Raakhee Punjabi",Jose Poernomo,"Jose Poernomo, Benny Akhmad Basuni","Ricky Harun, Kartika Ayuningtyas, Yediael Luntungan, Indri Yanuarti, Ufara Dzikri, Bramasto, Abdurrahman Arif, Rini Oktaviani, Boy Rano, Muthia Nova Syahputri, Monica Sayangbati, Panca Prakoso, Oreffor Coy",2007-10-31
2007,Lantai 13,7,572036,NA,6,"Luna (Widi Mulia) ditemani pacarnya, Rafael (Ariyo Wahab), memenuhi undangan panggilan kerja di lantai 13 sebuah gedung perkantoran. Di lantai dasar gedung itu, ia ditemui Laras (Virnie Ismail) yang mengajaknya ke lantai 13. Mulailah keanehan berlangsung. Ia seperti masuk ke ruang seleksi, tapi tiba-tiba peserta lainnya hilang. Ketika kembali ke lantai dasar, resepsionis bilang bahwa lantai 13 tak ada. Ketika akhirnya ia datang memenuhi panggilan ke tempat yang betul, ternyata surat panggilannya sudah terlambat setahun. Toh, ia diterima bekerja. Keanehan datang silih berganti mengganggu Luna, termasuk pacarnya. Apalagi setelah ia berkenalan dengan Kuntara (Tio Pakusadewo), rekan bisnis bosnya, Albert (Lucky Hakim). Kuntara ini termasuk yang ia lihat di ruang seleksi. Keanehan itu berawal dari kepercayaan, bahwa agar sukses gedung itu memerlukan 13 tumbal nyawa. Luna sebetulnya korban yang ketiga belas itu, tapi selamat karena suratnya terlambat datang setahun.",Chand Parwez Servia,Helfy CH Kardit,"Capluk, Bon Astravita","Widi Mulia, Ariyo Wahab, Virnie Ismail, Lucky Hakim, Dhawiya Zaida, Ivy Batuta, Ibnu Jamil, Irwansyah, Maia Estianty, Tio Pakusadewo, Bella Esperance",2007-06-07
2007,Love is Cinta,8,544366,NA,5.5,"Selepas SMA Ryan (Irwansyah) harus berpisah dengan pacarnya, Cinta (Acha Septriasa), tanpa dia bisa mengucapkan kata ""cinta"", sementara Cinta menunggu kata itu untuk kepastian dirinya. Kecelakaan merenggut nyawa Ryan, tapi dia minta pada malaikat pencabut nyawanya diberi waktu tiga hari untuk bisa menyatakan kata ""cinta"" itu. Ia lalu menggunakan jasad Doni (Raffi Ahmad) yang pingsan di rumah sakit. Tentu Cinta sukar menerima bahwa Doni adalah Ryan, sementara ia juga tidak menerima cinta pria lain, Ivan (Andhika Pratama). Pembuktian demi pembuktian harus dilakukan Doni bahwa dirinya adalah Ryan.",Chand Parwez Servia,Hanny R Saputra,"Armantono, Helfy CH Kardit","Tio Pakusadewo, Acha Septriasa, Irwansyah, Raffi Ahmad, Andhika Pratama, Juwita Maritsa, Sabar Syarief, Henidar Amroe, Unique Priscilla Mauretha, Agastya Kandou, Nirina Zubir",2007-05-16
2007,Pocong 3,9,539847,NA,4,"Putri (Francine Roosenda), DJ kelab malam Vendetta, dikejutkan oleh berita kematian ayahnya yang sudah sepuluh tahun pergi meninggalkannya. Sampai akhir hayatnya, sang ayah tidak pernah menjelaskan kenapa ia tega meninggalkan keluarga. Hal itu membuat Putri yakin bahwa ayahnya tidak mencintainya. Setelah mengunjungi makam ayahnya, Putri mulai mengalami kejadian-kejadian aneh yang tidak bisa dijelaskan akal sehat. Akibatnya, pekerjaan Putri terganggu.","Cindy Christina, Mitzy Christina, Novi Christina",Monty Tiwa,Monty Tiwa,"Francine Roosenda, Darius Sinathrya, Gary M Iskak, Elmayana Sabrenia, Rina Hassim, H Chairudin Marzuki, Ajeng Sardi, Donny Nugroho, Nadjya A Wijaya",2007-10-11
2007,Beranak dalam Kubur,10,474812,NA,NA,"Jessy (Aditya Putri), Jovan (Revand T Narya), Titaz (Dinda Kanya Dewi), Kaila (Shalvynne), dan Brian (Siran), mahasiswa kedokteran, mengikuti kegiatan observasi untuk mata kuliah praktikum anatomi di sebuah rumah sakit. Mereka menemukan kamar mayat yang tak lagi dipergunakan. Kamar mayat yang terlihat kosong itu sesungguhnya menyembunyikan sosok mayat wanita. Sejak memasuki kamar mayat itu, mereka mengalami teror-teror gaib. Awalnya: bangkitnya mayat di ruang praktikum anatomi. Mayat itu berubah sosoknya seolah sosok mayat wanita yang ditemukan di kamar mayat. Brian dan Kaila menemui ajal akibat teror hantu wanita tersebut. Belakangan terungkap, sosok hantu wanita tersebut adalah Jasmine (Julia Perez). Jasmine meninggalkan kampung halamannya demi mengejar mimpinya untuk menjadi penyanyi terkenal di ibukota. Jasmine dikhianati oleh laki-laki yang menghamilinya. Jasmine bahkan akhirnya mati secara tragis akibat disantet laki-laki itu. Kegaiban membuat Jasmine keluar dari kuburnya setelah melahirkan bayinya. Jasmine dan bayinya akhirnya mati.",NA,"Adji Saputra, Freddy Lingga",Ery Sofid,"Aditya Putri, Revand T Narya, Dinda Kanya Dewi, Shalvynne, Siran, Julia Perez",2007-12-19
2007,Lawang Sewu (Dendam Kuntilanak),11,456091,NA,1,"Tujuh remaja berlibur ke Semarang untuk merayakan hari kelulusan SMU mereka. Suatu malam mereka mabuk, kecuali Diska (Thalita Latief). Saat mabuk itu, Armen (Melvin) dan Yugo (Marcell Darwin) berlomba kencing, hingga tanpa sadar air kencing mereka memasuki wilayah gedung Lawang Sewu yang dianggap angker. Cika (Bunga Jelita) yang juga kebelet masuk wilayah gedung dan buang air di wilayah gedung. Cika ternyata hilang, dicari-cari sampai diulang keesokan harinya juga tak ketemu. Yang ditemui adalah hantu-hantu, termasuk anak perempuan yang pernah mereka tabrak dan jadi hantu, juga mayat Cika dan Armen.","Dhamoo Punjabi, Manoj Punjabi",Arie Azis,Aviv Elham,"Thalita Latief, Melvin Giovanie Lim, Marcell Darwin, Bunga Jelita, Tsania Marwa, Nuri Maulida, Ronald Gustav, Salvita Salim, Renny Jayusman, August Melasz",2007-09-20
2007,Lewat Tengah Malam,12,443835,NA,5,"Sejak Tara (Cathrine Wilson) dan putrinya Alice (Joanna Alexandra) pindah ke sebuah apartemen, banyak kejadian menyeramkan terjadi. Alice mengatakannya pada Tara, tapi Tara tak percaya. Satu-satunya tempat Alice mengadu adalah Ramon (Andhika Pratama), teman sekolahnya. Ramon percaya dan berusaha membantu mengungkap misteri itu. Ketika semua terungkap, Alice harus menghadapi kenyataan: sesungguhnya dirinyalah sosok arwah tersebut.","Teddy Sudiono, Salam R, Ody Mulya Hidayat",Koya Pagayo,Ery Sofid,"Cathrine Wilson, Joanna Alexandra, Andhika Pratama, Ichi Nuraini, Krisna Murti Wibowo",2007-03-08
2007,Selamanya,13,427837,NA,6.5,"Aristha (Julie Estelle) berjumpa dengan kekasih lamanya, Bara (Dimas Seto), di kantor polisi. Bara, yang merasa bersalah karena menjerumuskan Aristha ke dunia narkoba, berusaha keras menarik Aristha dari dunia itu. Aristha yang sangat sakit hati karena Bara tiba-tiba menghilang, berusaha keras menjauhi Bara, meski kehidupannya semakin kelam. Ia tidak hanya jadi pencandu narkoba, tapi juga tergantung pada seorang bandar/germo. Bara memutuskan pertunangannya, dan sepenuh hati berusaha menyembuhkan Aristha, bahkan ketika Aristha hendak bunuh diri. Aristha akhirnya menerima Bara, tapi ajal merenggutnya di pelukan Bara.",Raam Punjabi,Ody C Harahap,Sekar Ayu Asmara,"Julie Estelle, Dimas Seto, Masayu Anastasia",2007-07-17
2007,Malam Jumat Kliwon,14,426631,NA,1,"Dhika (Ben Joshua), Ramon (Robertino), Joana (Debby Kristy), dan Sheila (Gracia Indri) asyik menikmati dentuman musik di sebuah klab tanpa menyadari bahwa mobil mereka disusupi bubuk narkoba oleh seseorang. Mereka juga bercanda bahwa malam itu adalah malam Jumat Kliwon yang dipercaya oleh salah seorang dari mereka sebagai malam keramat, malam hantu gentayangan. Tujuh belas tahun sebelumnya (diceritakan sekilas sebelum kisah empat anak muda tadi tampil, hingga seolah tak ada hubungannya) dikisahkan ada pembantaian seorang perempuan oleh warga sebuah desa entah di mana. Perempuan itu dituduh dukun santet. Perempuan itu mengutuk tempat pembantaian itu. Waktu keempat remaja pulang, mobilnya terjaring razia polisi. Merasa tidak memiliki barang haram, mereka melarikan diri dan lolos dari kejaran polisi, tapi menderita kecelakaan di suatu tempat yang penuh pohon, sunyi, dan tidak ada sinyal ponsel. Tempat inilah yang dikutuk oleh perempuan yang dibantai tujuh belas tahun lalu. Mereka melihat sebuah rumah sakit yang sudah telantar. Di tempat inilah segala macam hantu tadi meneror sepanjang film, hingga hanya ada satu yang selamat, ditolong oleh mobil yang kebetulan lewat.","Shanker RS BSc, Kristuadji Legopranowo",Koya Pagayo,Ery Sofid,"Ben Joshua, Robertino, Debby Kristy, Gracia Indri, Nadiah M Hassan",2007-05-31
2007,Kuntilanak 2,15,399858,NA,8.5,"Samantha (Julie Estelle) sudah pindah ke sebuah tempat kost baru, dan tinggal bersama sebuah keluarga sederhana. Pengikut Sekte Mangkoedjiwo mencari-carinya, dan hendak menariknya menjadi anggota aliran sesat itu, agar Kuntilanak dapat tetap berada di bawah kendali mereka. Samantha sendiri mengalami dilema di dalam batinnya: tetap menjadi dirinya sendiri atau mengikuti sisi gelap jiwanya yang selalu menggunakan kekuatan jahat untuk memanggil Kuntilanak dan menyingkirkan orang-orang yang mengganggunya? Hanya cinta Agung (Evan Sanders) yang sanggup menyadarkan Samantha untuk mengambil pilihan hidup yang benar. Sayangnya, Agung masih terganggu trauma berat akibat pernah diculik oleh Kuntilanak dulu. Agung harus segera memulihkan dirinya sendiri dan menyadarkan Samantha sebelum Sekte Mangkoedjiwo menemukan wanita itu dan mengubahnya menjadi pribadi yang jahat sepenuhnya.",Raam Punjabi,Rizal Mantovani,Ve Handojo,"Julie Estelle, Evan Sanders, Lita Soewardi, Piet Pagau, Ibnu Jamil",2007-10-10
